pipeline,etapa,etapaOrdem,campoId,campo,chave,tipo,ativoGlobal,visivelEtapa,editavelEtapa,somenteLeituraEtapa,obrigatorioEtapa,exigirEntrada,exigirSaida,naComposicao
"Revisão de Radar","Novos leads","0","cmubkwqcm000k0agmdldps9g4","teste campo data e hora","custom.comercial.teste.campo.data.e.hora.372c822019","data_hora","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmsnjznjj001ldz5gd9p9sqrr","Motivo de Lost","alpha.motivo.de.lost","selecao","1","0","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmubkxlh800000agmlvawrjmd","teste campo sim ou não","custom.comercial.teste.campo.sim.ou.nao.59411806c4","booleano","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmsnjzno9001ndz5go7wstl62","Motivo de Lost - Outro","alpha.motivo.lost.outro","texto","1","0","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmubkz0j400000bgmbylv8yl9","teste campo seleção múltipla","custom.comercial.teste.campo.selecao.multipla.fb8577148a","multiselecao","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmubkzrz800000agmfelymm0c","teste campo relacionamento","custom.comercial.teste.campo.relacionamento.1a4e0ea3c5","relacionamento","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmublsayq000004juojeftwyd","Teste campo de seleção individual","custom.comercial.teste.campo.de.selecao.individual.9aa3225b1f","selecao","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmubm0b9b00050agmu1pst4xb","cnpj2","custom.comercial.cnpj2.1f19fdb58e","cnpj","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmubmd4lk00010agmmzzssrwr","teste campo cpf","custom.comercial.teste.campo.cpf.9169e86f31","cpf","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmucmtpty00000agmjb0l6msw","teste texto curto","custom.comercial.teste.texto.curto.6760ce3879","texto","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmucmu5tj00000agmdvllnelv","teste texto longo","custom.comercial.teste.texto.longo.c5a7e9ca4d","texto_longo","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmucomsqy00000agm0k4l089c","teste campo email","custom.comercial.teste.campo.email.0b5e4a21e1","email","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmuconeff00000agmpew30nfd","teste campo arquivo","custom.comercial.teste.campo.arquivo.88e7c4f378","arquivo","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmucp0pd200060agmr28zijuu","teste campo percentual","custom.comercial.teste.campo.percentual.737df9885e","percentual","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmucp1h5u000f0agmolypfn97","teste campo link/URL","custom.comercial.teste.campo.link.url.873f245005","url","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmubk3i6c00040agmatdh6cnz","acompanhamento 2","custom.comercial.acompanhamento.2.f117dcd5b6","cpf","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmucp9yyt00010agmpk7dlfke","teste campo usuário","custom.comercial.teste.campo.usuario.69e441851a","usuario","0","1","1","0","0","0","0","0"
"Revisão de Radar","Novos leads","0","cmufi59rn00010bgmsef3h97b","CNPJ","","cnpj","0","1","1","0","0","0","0","0"
"Revisão de Radar","Agendar reunião","1","cfcc9dd39bd127bdc8a186e2f","Contato responsável/representante","alpha.contato.responsavel.representante","texto","1","1","1","0","0","0","0","1"
"Revisão de Radar","Agendar reunião","1","cmubjpr9500000agm8qp4p75o","teste campo 4","custom.comercial.teste.campo.4.1c6eb01b4f","cpf","0","1","1","0","0","0","0","0"
"Revisão de Radar","Agendar reunião","1","cmt36ivou0013kw0amdcwv5vs","Vendedor responsável","alpha.vendedor.a","texto","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzneo001jdz5gtfhr574m","Embasamento do processo","alpha.embasamento.do.processo","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzlma000tdz5gzammwfba","Radar pretendido","alpha.radar.pretendido","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","ca4cadfe0c70c89d56c098a40","Radar atual","alpha.radar.atual","selecao","0","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzlvt000xdz5ge8a11jm0","Mês para protocolar","alpha.mes.de.protocolo","data","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c668b5971f9ee6260b3fb4bdc","Regime tributário","alpha.regime.tributario","selecao","1","1","0","1","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c65f3c2c37171ddbf67fce9e7","Data de abertura da empresa","alpha.data.de.abertura.da.empresa","data","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c8eb811d7db5567df01d099d9","Situação do capital social","alpha.situacao.do.capital.social","texto_longo","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c47e038e0323da47f06fce007","Faturamento dos últimos 5 anos","alpha.legacy.faturamento.ultimos.5.anos","texto_longo","0","1","1","0","0","0","0","0"
"Revisão de Radar","Reunião Agendada","2","cmsnjzm0i000zdz5gqbugkoom","Faturamento nos últimos 5 anos","alpha.faturamento.dos.ultimos.5.anos","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c04896f2c2567b2e71dcfc721","Status da sede","alpha.status.da.sede","selecao","0","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzm5b0011dz5gynagpp5v","Armazenamento","alpha.armazenagem","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzma80013dz5glzxelx0j","Faturas sob titularidade da empresa","alpha.contas.faturas","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c685b8a80e0968de5a3ca0d17","Produtos comercializados","alpha.produtos.comercializados","texto_longo","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzmfd0015dz5gxsp3mz8x","Atuação da empresa","alpha.atuacao.da.empresa","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmsnjzmk20017dz5g4b3ndhld","Tributos pagos no último semestre","alpha.tributos.pagos.nos.ultimos.6.meses","selecao","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","c0ffb691f304c5e93075874c4","Fonte","alpha.fonte","texto","1","1","1","0","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmt36ivne000pkw0a8jh7s434","Estado","alpha.estado","selecao","1","1","0","1","0","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cmt36ivou0013kw0amdcwv5vs","Vendedor responsável","alpha.vendedor.a","texto","1","1","1","0","1","0","0","1"
"Revisão de Radar","Reunião Agendada","2","cfcc9dd39bd127bdc8a186e2f","Contato responsável/representante","alpha.contato.responsavel.representante","texto","1","1","0","1","0","0","0","1"
"Revisão de Radar","Em tratativa","3","cmsnjzmos0019dz5go1obih9f","Valor acordado no contrato","alpha.valor.acordado.no.contrato","numero","1","1","1","0","1","0","0","1"
"Revisão de Radar","Em tratativa","3","cmsnjzmti001bdz5gmvf6kwdc","Forma de pagamento","alpha.forma.de.pagamento","selecao","1","1","1","0","1","0","0","1"
"Revisão de Radar","Fechado","4","cmsnjzmos0019dz5go1obih9f","Valor acordado no contrato","alpha.valor.acordado.no.contrato","numero","1","1","1","0","1","0","0","1"
"Revisão de Radar","Fechado","4","cmsnjzmti001bdz5gmvf6kwdc","Forma de pagamento","alpha.forma.de.pagamento","selecao","1","1","1","0","1","0","0","1"
"Revisão de Radar","Lost","5","cmsnjznjj001ldz5gd9p9sqrr","Motivo de Lost","alpha.motivo.de.lost","selecao","1","1","1","0","1","0","1","1"
